origin_root,relative_path,path,category,size_bytes,description,schema_preview,aggregate_metrics_only,per_epoch_metrics,per_sample_predictions,saved_model_inference,explainability_analyses
D:\Dineth\focus_binary_benchmark\focus_binary_benchmark,runs\hybrid_vit\kt\trial_0040\model_step_0.keras,D:\Dineth\focus_binary_benchmark\focus_binary_benchmark\runs\hybrid_vit\kt\trial_0040\model_step_0.keras,saved_model,11532075,Saved Keras/TensorFlow model; supports inference and explainability post-processing.,,False,False,False,True,False
D:\Dineth\focus_binary_benchmark\focus_binary_benchmark,runs\hybrid_vit\kt\trial_0041\exec_0\best.keras,D:\Dineth\focus_binary_benchmark\focus_binary_benchmark\runs\hybrid_vit\kt\trial_0041\exec_0\best.keras,saved_model,13214395,Saved Keras/TensorFlow model; supports inference and explainability post-processing.,,False,False,False,True,False
D:\Dineth\focus_binary_benchmark\focus_binary_benchmark,runs\hybrid_vit\kt\trial_0041\model_step_0.keras,D:\Dineth\focus_binary_benchmark\focus_binary_benchmark\runs\hybrid_vit\kt\trial_0041\model_step_0.keras,saved_model,13214395,Saved Keras/TensorFlow model; supports inference and explainability post-processing.,,False,False,False,True,False
D:\Dineth\focus_binary_benchmark\focus_binary_benchmark,runs\hybrid_vit\kt\trial_0042\exec_0\best.keras,D:\Dineth\focus_binary_benchmark\focus_binary_benchmark\runs\hybrid_vit\kt\trial_0042\exec_0\best.keras,saved_model,13313067,Saved Keras/TensorFlow model; supports inference and explainability post-processing.,,False,False,False,True,False
D:\Dineth\focus_binary_benchmark\focus_binary_benchmark,runs\hybrid_vit\kt\trial_0042\model_step_0.keras,D:\Dineth\focus_binary_benchmark\focus_binary_benchmark\runs\hybrid_vit\kt\trial_0042\model_step_0.keras,saved_model,13313067,Saved Keras/TensorFlow model; supports inference and explainability post-processing.,,False,False,False,True,False
D:\Dineth\focus_binary_benchmark\focus_binary_benchmark,runs\hybrid_vit\kt\trial_0043\exec_0\best.keras,D:\Dineth\focus_binary_benchmark\focus_binary_benchmark\runs\hybrid_vit\kt\trial_0043\exec_0\best.keras,saved_model,11472505,Saved Keras/TensorFlow model; supports inference and explainability post-processing.,,False,False,False,True,False
D:\Dineth\focus_binary_benchmark\focus_binary_benchmark,runs\hybrid_vit\kt\trial_0043\model_step_0.keras,D:\Dineth\focus_binary_benchmark\focus_binary_benchmark\runs\hybrid_vit\kt\trial_0043\model_step_0.keras,saved_model,11472505,Saved Keras/TensorFlow model; supports inference and explainability post-processing.,,False,False,False,True,False
D:\Dineth\focus_binary_benchmark\focus_binary_benchmark,runs\hybrid_vit\kt\trial_0044\exec_0\best.keras,D:\Dineth\focus_binary_benchmark\focus_binary_benchmark\runs\hybrid_vit\kt\trial_0044\exec_0\best.keras,saved_model,12324651,Saved Keras/TensorFlow model; supports inference and explainability post-processing.,,False,False,False,True,False
D:\Dineth\focus_binary_benchmark\focus_binary_benchmark,runs\hybrid_vit\kt\trial_0044\model_step_0.keras,D:\Dineth\focus_binary_benchmark\focus_binary_benchmark\runs\hybrid_vit\kt\trial_0044\model_step_0.keras,saved_model,12324651,Saved Keras/TensorFlow model; supports inference and explainability post-processing.,,False,False,False,True,False
D:\Dineth\focus_binary_benchmark\focus_binary_benchmark,runs\hybrid_vit\kt\trial_0045\exec_0\best.keras,D:\Dineth\focus_binary_benchmark\focus_binary_benchmark\runs\hybrid_vit\kt\trial_0045\exec_0\best.keras,saved_model,16603481,Saved Keras/TensorFlow model; supports inference and explainability post-processing.,,False,False,False,True,False
D:\Dineth\focus_binary_benchmark\focus_binary_benchmark,runs\hybrid_vit\kt\trial_0045\model_step_0.keras,D:\Dineth\focus_binary_benchmark\focus_binary_benchmark\runs\hybrid_vit\kt\trial_0045\model_step_0.keras,saved_model,16603481,Saved Keras/TensorFlow model; supports inference and explainability post-processing.,,False,False,False,True,False
D:\Dineth\focus_binary_benchmark\focus_binary_benchmark,runs\hybrid_vit\kt\trial_0046\exec_0\best.keras,D:\Dineth\focus_binary_benchmark\focus_binary_benchmark\runs\hybrid_vit\kt\trial_0046\exec_0\best.keras,saved_model,14029055,Saved Keras/TensorFlow model; supports inference and explainability post-processing.,,False,False,False,True,False
D:\Dineth\focus_binary_benchmark\focus_binary_benchmark,runs\hybrid_vit\kt\trial_0046\model_step_0.keras,D:\Dineth\focus_binary_benchmark\focus_binary_benchmark\runs\hybrid_vit\kt\trial_0046\model_step_0.keras,saved_model,14029055,Saved Keras/TensorFlow model; supports inference and explainability post-processing.,,False,False,False,True,False
D:\Dineth\focus_binary_benchmark\focus_binary_benchmark,runs\hybrid_vit\kt\trial_0047\exec_0\best.keras,D:\Dineth\focus_binary_benchmark\focus_binary_benchmark\runs\hybrid_vit\kt\trial_0047\exec_0\best.keras,saved_model,13313070,Saved Keras/TensorFlow model; supports inference and explainability post-processing.,,False,False,False,True,False
D:\Dineth\focus_binary_benchmark\focus_binary_benchmark,runs\hybrid_vit\kt\trial_0047\model_step_0.keras,D:\Dineth\focus_binary_benchmark\focus_binary_benchmark\runs\hybrid_vit\kt\trial_0047\model_step_0.keras,saved_model,13313070,Saved Keras/TensorFlow model; supports inference and explainability post-processing.,,False,False,False,True,False
D:\Dineth\focus_binary_benchmark\focus_binary_benchmark,runs\hybrid_vit\kt\trial_0048\exec_0\best.keras,D:\Dineth\focus_binary_benchmark\focus_binary_benchmark\runs\hybrid_vit\kt\trial_0048\exec_0\best.keras,saved_model,13893036,Saved Keras/TensorFlow model; supports inference and explainability post-processing.,,False,False,False,True,False
D:\Dineth\focus_binary_benchmark\focus_binary_benchmark,runs\hybrid_vit\kt\trial_0048\model_step_0.keras,D:\Dineth\focus_binary_benchmark\focus_binary_benchmark\runs\hybrid_vit\kt\trial_0048\model_step_0.keras,saved_model,13893035,Saved Keras/TensorFlow model; supports inference and explainability post-processing.,,False,False,False,True,False
D:\Dineth\focus_binary_benchmark\focus_binary_benchmark,runs\hybrid_vit\kt\trial_0049\exec_0\best.keras,D:\Dineth\focus_binary_benchmark\focus_binary_benchmark\runs\hybrid_vit\kt\trial_0049\exec_0\best.keras,saved_model,11076220,Saved Keras/TensorFlow model; supports inference and explainability post-processing.,,False,False,False,True,False
D:\Dineth\focus_binary_benchmark\focus_binary_benchmark,runs\hybrid_vit\kt\trial_0049\model_step_0.keras,D:\Dineth\focus_binary_benchmark\focus_binary_benchmark\runs\hybrid_vit\kt\trial_0049\model_step_0.keras,saved_model,11076220,Saved Keras/TensorFlow model; supports inference and explainability post-processing.,,False,False,False,True,False
D:\Dineth\focus_binary_benchmark\focus_binary_benchmark,runs\hybrid_vit\kt\trial_0050\exec_0\best.keras,D:\Dineth\focus_binary_benchmark\focus_binary_benchmark\runs\hybrid_vit\kt\trial_0050\exec_0\best.keras,saved_model,13313070,Saved Keras/TensorFlow model; supports inference and explainability post-processing.,,False,False,False,True,False
D:\Dineth\focus_binary_benchmark\focus_binary_benchmark,runs\hybrid_vit\kt\trial_0050\model_step_0.keras,D:\Dineth\focus_binary_benchmark\focus_binary_benchmark\runs\hybrid_vit\kt\trial_0050\model_step_0.keras,saved_model,13313070,Saved Keras/TensorFlow model; supports inference and explainability post-processing.,,False,False,False,True,False
D:\Dineth\focus_binary_benchmark\focus_binary_benchmark,runs\hybrid_vit\kt\trial_0051\exec_0\best.keras,D:\Dineth\focus_binary_benchmark\focus_binary_benchmark\runs\hybrid_vit\kt\trial_0051\exec_0\best.keras,saved_model,11076220,Saved Keras/TensorFlow model; supports inference and explainability post-processing.,,False,False,False,True,False
D:\Dineth\focus_binary_benchmark\focus_binary_benchmark,runs\hybrid_vit\kt\trial_0051\model_step_0.keras,D:\Dineth\focus_binary_benchmark\focus_binary_benchmark\runs\hybrid_vit\kt\trial_0051\model_step_0.keras,saved_model,11076220,Saved Keras/TensorFlow model; supports inference and explainability post-processing.,,False,False,False,True,False
D:\Dineth\focus_binary_benchmark\focus_binary_benchmark,runs\hybrid_vit\kt\trial_0052\exec_0\best.keras,D:\Dineth\focus_binary_benchmark\focus_binary_benchmark\runs\hybrid_vit\kt\trial_0052\exec_0\best.keras,saved_model,15353982,Saved Keras/TensorFlow model; supports inference and explainability post-processing.,,False,False,False,True,False
D:\Dineth\focus_binary_benchmark\focus_binary_benchmark,runs\hybrid_vit\kt\trial_0052\model_step_0.keras,D:\Dineth\focus_binary_benchmark\focus_binary_benchmark\runs\hybrid_vit\kt\trial_0052\model_step_0.keras,saved_model,15353982,Saved Keras/TensorFlow model; supports inference and explainability post-processing.,,False,False,False,True,False
D:\Dineth\focus_binary_benchmark\focus_binary_benchmark,runs\hybrid_vit\kt\trial_0053\exec_0\best.keras,D:\Dineth\focus_binary_benchmark\focus_binary_benchmark\runs\hybrid_vit\kt\trial_0053\exec_0\best.keras,saved_model,16203959,Saved Keras/TensorFlow model; supports inference and explainability post-processing.,,False,False,False,True,False
D:\Dineth\focus_binary_benchmark\focus_binary_benchmark,runs\hybrid_vit\kt\trial_0053\model_step_0.keras,D:\Dineth\focus_binary_benchmark\focus_binary_benchmark\runs\hybrid_vit\kt\trial_0053\model_step_0.keras,saved_model,16203959,Saved Keras/TensorFlow model; supports inference and explainability post-processing.,,False,False,False,True,False
D:\Dineth\focus_binary_benchmark\focus_binary_benchmark,runs\hybrid_vit\kt\trial_0054\exec_0\best.keras,D:\Dineth\focus_binary_benchmark\focus_binary_benchmark\runs\hybrid_vit\kt\trial_0054\exec_0\best.keras,saved_model,2443863,Saved Keras/TensorFlow model; supports inference and explainability post-processing.,,False,False,False,True,False
D:\Dineth\focus_binary_benchmark\focus_binary_benchmark,runs\hybrid_vit\kt\trial_0054\model_step_0.keras,D:\Dineth\focus_binary_benchmark\focus_binary_benchmark\runs\hybrid_vit\kt\trial_0054\model_step_0.keras,saved_model,2443863,Saved Keras/TensorFlow model; supports inference and explainability post-processing.,,False,False,False,True,False
D:\Dineth\focus_binary_benchmark\focus_binary_benchmark,runs\hybrid_vit\kt\trial_0055\exec_0\best.keras,D:\Dineth\focus_binary_benchmark\focus_binary_benchmark\runs\hybrid_vit\kt\trial_0055\exec_0\best.keras,saved_model,16698626,Saved Keras/TensorFlow model; supports inference and explainability post-processing.,,False,False,False,True,False
D:\Dineth\focus_binary_benchmark\focus_binary_benchmark,runs\hybrid_vit\kt\trial_0055\model_step_0.keras,D:\Dineth\focus_binary_benchmark\focus_binary_benchmark\runs\hybrid_vit\kt\trial_0055\model_step_0.keras,saved_model,16698625,Saved Keras/TensorFlow model; supports inference and explainability post-processing.,,False,False,False,True,False
D:\Dineth\focus_binary_benchmark\focus_binary_benchmark,runs\hybrid_vit\kt\trial_0056\exec_0\best.keras,D:\Dineth\focus_binary_benchmark\focus_binary_benchmark\runs\hybrid_vit\kt\trial_0056\exec_0\best.keras,saved_model,6441696,Saved Keras/TensorFlow model; supports inference and explainability post-processing.,,False,False,False,True,False
D:\Dineth\focus_binary_benchmark\focus_binary_benchmark,runs\hybrid_vit\kt\trial_0056\model_step_0.keras,D:\Dineth\focus_binary_benchmark\focus_binary_benchmark\runs\hybrid_vit\kt\trial_0056\model_step_0.keras,saved_model,6441696,Saved Keras/TensorFlow model; supports inference and explainability post-processing.,,False,False,False,True,False
D:\Dineth\focus_binary_benchmark\focus_binary_benchmark,runs\hybrid_vit\kt\trial_0057\exec_0\best.keras,D:\Dineth\focus_binary_benchmark\focus_binary_benchmark\runs\hybrid_vit\kt\trial_0057\exec_0\best.keras,saved_model,22313747,Saved Keras/TensorFlow model; supports inference and explainability post-processing.,,False,False,False,True,False
D:\Dineth\focus_binary_benchmark\focus_binary_benchmark,runs\hybrid_vit\kt\trial_0057\model_step_0.keras,D:\Dineth\focus_binary_benchmark\focus_binary_benchmark\runs\hybrid_vit\kt\trial_0057\model_step_0.keras,saved_model,22313747,Saved Keras/TensorFlow model; supports inference and explainability post-processing.,,False,False,False,True,False
D:\Dineth\focus_binary_benchmark\focus_binary_benchmark,runs\hybrid_vit\kt\trial_0058\exec_0\best.keras,D:\Dineth\focus_binary_benchmark\focus_binary_benchmark\runs\hybrid_vit\kt\trial_0058\exec_0\best.keras,saved_model,5815649,Saved Keras/TensorFlow model; supports inference and explainability post-processing.,,False,False,False,True,False
D:\Dineth\focus_binary_benchmark\focus_binary_benchmark,runs\hybrid_vit\kt\trial_0058\model_step_0.keras,D:\Dineth\focus_binary_benchmark\focus_binary_benchmark\runs\hybrid_vit\kt\trial_0058\model_step_0.keras,saved_model,5815649,Saved Keras/TensorFlow model; supports inference and explainability post-processing.,,False,False,False,True,False
D:\Dineth\focus_binary_benchmark\focus_binary_benchmark,runs\hybrid_vit\kt\trial_0059\exec_0\best.keras,D:\Dineth\focus_binary_benchmark\focus_binary_benchmark\runs\hybrid_vit\kt\trial_0059\exec_0\best.keras,saved_model,5728049,Saved Keras/TensorFlow model; supports inference and explainability post-processing.,,False,False,False,True,False
D:\Dineth\focus_binary_benchmark\focus_binary_benchmark,runs\hybrid_vit\kt\trial_0059\model_step_0.keras,D:\Dineth\focus_binary_benchmark\focus_binary_benchmark\runs\hybrid_vit\kt\trial_0059\model_step_0.keras,saved_model,5728049,Saved Keras/TensorFlow model; supports inference and explainability post-processing.,,False,False,False,True,False
D:\Dineth\focus_binary_benchmark\focus_binary_benchmark,runs\hybrid_vit\kt\trial_0060\exec_0\best.keras,D:\Dineth\focus_binary_benchmark\focus_binary_benchmark\runs\hybrid_vit\kt\trial_0060\exec_0\best.keras,saved_model,15512834,Saved Keras/TensorFlow model; supports inference and explainability post-processing.,,False,False,False,True,False
D:\Dineth\focus_binary_benchmark\focus_binary_benchmark,runs\hybrid_vit\kt\trial_0060\model_step_0.keras,D:\Dineth\focus_binary_benchmark\focus_binary_benchmark\runs\hybrid_vit\kt\trial_0060\model_step_0.keras,saved_model,15512834,Saved Keras/TensorFlow model; supports inference and explainability post-processing.,,False,False,False,True,False
D:\Dineth\focus_binary_benchmark\focus_binary_benchmark,runs\hybrid_vit\kt\trial_0061\exec_0\best.keras,D:\Dineth\focus_binary_benchmark\focus_binary_benchmark\runs\hybrid_vit\kt\trial_0061\exec_0\best.keras,saved_model,12502559,Saved Keras/TensorFlow model; supports inference and explainability post-processing.,,False,False,False,True,False
D:\Dineth\focus_binary_benchmark\focus_binary_benchmark,runs\hybrid_vit\kt\trial_0061\model_step_0.keras,D:\Dineth\focus_binary_benchmark\focus_binary_benchmark\runs\hybrid_vit\kt\trial_0061\model_step_0.keras,saved_model,12502559,Saved Keras/TensorFlow model; supports inference and explainability post-processing.,,False,False,False,True,False
D:\Dineth\focus_binary_benchmark\focus_binary_benchmark,runs\hybrid_vit\kt\trial_0062\exec_0\best.keras,D:\Dineth\focus_binary_benchmark\focus_binary_benchmark\runs\hybrid_vit\kt\trial_0062\exec_0\best.keras,saved_model,11274372,Saved Keras/TensorFlow model; supports inference and explainability post-processing.,,False,False,False,True,False
D:\Dineth\focus_binary_benchmark\focus_binary_benchmark,runs\hybrid_vit\kt\trial_0062\model_step_0.keras,D:\Dineth\focus_binary_benchmark\focus_binary_benchmark\runs\hybrid_vit\kt\trial_0062\model_step_0.keras,saved_model,11274372,Saved Keras/TensorFlow model; supports inference and explainability post-processing.,,False,False,False,True,False
D:\Dineth\focus_binary_benchmark\focus_binary_benchmark,runs\hybrid_vit\kt\trial_0063\exec_0\best.keras,D:\Dineth\focus_binary_benchmark\focus_binary_benchmark\runs\hybrid_vit\kt\trial_0063\exec_0\best.keras,saved_model,2852381,Saved Keras/TensorFlow model; supports inference and explainability post-processing.,,False,False,False,True,False
D:\Dineth\focus_binary_benchmark\focus_binary_benchmark,runs\hybrid_vit\kt\trial_0063\model_step_0.keras,D:\Dineth\focus_binary_benchmark\focus_binary_benchmark\runs\hybrid_vit\kt\trial_0063\model_step_0.keras,saved_model,2852381,Saved Keras/TensorFlow model; supports inference and explainability post-processing.,,False,False,False,True,False
D:\Dineth\focus_binary_benchmark\focus_binary_benchmark,runs\hybrid_vit\kt\trial_0064\exec_0\best.keras,D:\Dineth\focus_binary_benchmark\focus_binary_benchmark\runs\hybrid_vit\kt\trial_0064\exec_0\best.keras,saved_model,8230657,Saved Keras/TensorFlow model; supports inference and explainability post-processing.,,False,False,False,True,False
D:\Dineth\focus_binary_benchmark\focus_binary_benchmark,runs\hybrid_vit\kt\trial_0064\model_step_0.keras,D:\Dineth\focus_binary_benchmark\focus_binary_benchmark\runs\hybrid_vit\kt\trial_0064\model_step_0.keras,saved_model,8230657,Saved Keras/TensorFlow model; supports inference and explainability post-processing.,,False,False,False,True,False
